LoanID,CustomerID,CIBIL_Score,Annual_Income_INR,Employment_Type,Vehicle_Model,Loan_Amount_INR,Interest_Rate_Pct,Tenure_Months,Monthly_EMI_INR,FOIR_Pct,NPA_Probability,Risk_Category
900200,100200,678,2418770,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),590515,12.33,84,10528,0.052,0.2069,Low Risk (Safe)
900201,100201,746,2657367,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),687186,9.68,36,22070,0.1,0.1989,Low Risk (Safe)
900202,100202,755,2867791,Salaried,Tata Nexon EV (Electric SUV),1490533,10.11,60,31750,0.133,0.1112,Low Risk (Safe)
900203,100203,778,3106778,Salaried,Hyundai Venue (Compact SUV),902141,9.98,36,29101,0.112,0.0899,Low Risk (Safe)
900204,100204,777,3800000,Salaried,Maruti Suzuki Swift (Hatchback),619021,10.37,60,13265,0.042,0.0554,Low Risk (Safe)
900205,100205,668,2745298,Salaried,Tata Nexon EV (Electric SUV),1413572,12.33,72,27878,0.122,0.1466,Low Risk (Safe)
900206,100206,687,1918987,Salaried,Hyundai Venue (Compact SUV),825053,11.24,60,18037,0.113,0.1332,Low Risk (Safe)
900207,100207,753,3172135,Self-Employed Professional,Hyundai Venue (Compact SUV),878073,10.26,84,14695,0.056,0.1736,Low Risk (Safe)
900208,100208,753,3800000,Salaried,Tata Nexon EV (Electric SUV),1306216,10.26,60,27920,0.088,0.0896,Low Risk (Safe)
900209,100209,753,2037127,Salaried,Maruti Suzuki Swift (Hatchback),600072,10.39,84,10083,0.059,0.0751,Low Risk (Safe)
900210,100210,850,1282098,Salaried,Honda City (Premium Sedan),1366771,8.96,72,24609,0.23,0.115,Low Risk (Safe)
900211,100211,755,3800000,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1410385,10.43,48,36062,0.114,0.2017,Low Risk (Safe)
900212,100212,781,2050902,Salaried,Toyota Innova Hycross (Hybrid MPV),2286082,8.98,48,56867,0.333,0.199,Low Risk (Safe)
900213,100213,772,663332,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),638139,10.0,60,13558,0.245,0.2592,Low Risk (Safe)
900214,100214,759,3492337,Salaried,Kia Seltos (Mid-Size SUV),1615475,9.51,48,40593,0.139,0.1123,Low Risk (Safe)
900215,100215,715,1632412,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1396972,11.56,60,30765,0.226,0.2765,Low Risk (Safe)
900216,100216,764,2084848,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1339987,9.74,60,28299,0.163,0.222,Low Risk (Safe)
900217,100217,695,2630249,Salaried,Maruti Suzuki Swift (Hatchback),615960,12.06,84,10893,0.05,0.0979,Low Risk (Safe)
900218,100218,719,2433338,Salaried,Mahindra XUV700 (Premium SUV),2068919,12.28,60,46315,0.228,0.1756,Low Risk (Safe)
900219,100219,708,3237132,Salaried,Kia Seltos (Mid-Size SUV),1505241,12.03,72,29451,0.109,0.1213,Low Risk (Safe)
900220,100220,733,1724559,Salaried,Mahindra XUV700 (Premium SUV),2100724,9.53,84,34366,0.239,0.1746,Low Risk (Safe)
900221,100221,834,2905767,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2166412,8.61,72,38632,0.16,0.1875,Low Risk (Safe)
900222,100222,645,1899781,Self-Employed Professional,Tata Nexon EV (Electric SUV),1499078,14.69,48,41485,0.262,0.3275,Low Risk (Safe)
900223,100223,760,3289827,Self-Employed Professional,Tata Nexon EV (Electric SUV),1436755,10.24,60,30696,0.112,0.1984,Low Risk (Safe)
900224,100224,657,3073882,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),636501,12.13,60,14200,0.055,0.2183,Low Risk (Safe)
900225,100225,708,1309962,Salaried,Mahindra XUV700 (Premium SUV),1743431,11.17,60,38054,0.349,0.2413,Low Risk (Safe)
900226,100226,779,3800000,Salaried,Maruti Suzuki Swift (Hatchback),710148,10.39,60,15225,0.048,0.0574,Low Risk (Safe)
900227,100227,732,1631842,Self-Employed Professional,Tata Nexon EV (Electric SUV),1364048,10.15,72,25373,0.187,0.249,Low Risk (Safe)
900228,100228,681,3417540,Salaried,Hyundai Venue (Compact SUV),858490,12.03,60,19109,0.067,0.113,Low Risk (Safe)
900229,100229,697,2681824,Self-Employed Professional,Tata Nexon EV (Electric SUV),1457513,12.46,60,32761,0.147,0.2455,Low Risk (Safe)
900230,100230,760,3800000,Salaried,Maruti Suzuki Swift (Hatchback),605143,10.48,84,10196,0.032,0.0584,Low Risk (Safe)
900231,100231,697,1937857,Salaried,Toyota Innova Hycross (Hybrid MPV),2514751,12.35,36,83946,0.52,0.332,Low Risk (Safe)
900232,100232,739,1808260,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1517868,10.4,60,32549,0.216,0.2602,Low Risk (Safe)
900233,100233,732,2168007,Salaried,Maruti Suzuki Swift (Hatchback),629359,10.16,72,11710,0.065,0.088,Low Risk (Safe)
900234,100234,700,1854732,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),687917,12.28,48,18210,0.118,0.2296,Low Risk (Safe)
900235,100235,826,3402319,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),602245,8.6,60,12385,0.044,0.1333,Low Risk (Safe)
900236,100236,758,900791,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1469521,9.79,48,37122,0.495,0.3908,Low Risk (Safe)
900237,100237,638,1227481,Self-Employed Professional,Tata Nexon EV (Electric SUV),1414938,14.59,72,29604,0.289,0.3443,Low Risk (Safe)
900238,100238,738,1217984,Salaried,Tata Nexon EV (Electric SUV),1456496,9.6,60,30660,0.302,0.2037,Low Risk (Safe)
900239,100239,700,3695658,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),680095,12.25,60,15214,0.049,0.1951,Low Risk (Safe)
900240,100240,768,3800000,Salaried,Mahindra XUV700 (Premium SUV),1906611,9.64,60,40172,0.127,0.1021,Low Risk (Safe)
900241,100241,694,2068952,Salaried,Kia Seltos (Mid-Size SUV),1538616,12.22,48,40684,0.236,0.1914,Low Risk (Safe)
900242,100242,724,1996982,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1365213,10.06,48,34664,0.208,0.2633,Low Risk (Safe)
900243,100243,752,2277362,Salaried,Mahindra XUV700 (Premium SUV),2154018,10.26,60,46042,0.243,0.1676,Low Risk (Safe)
900244,100244,768,3800000,Salaried,Maruti Suzuki Swift (Hatchback),619958,10.12,60,13208,0.042,0.0596,Low Risk (Safe)
900245,100245,675,1315800,Salaried,Maruti Suzuki Swift (Hatchback),671928,11.76,60,14865,0.136,0.1504,Low Risk (Safe)
900246,100246,714,2498254,Salaried,Maruti Suzuki Swift (Hatchback),565551,12.42,60,12700,0.061,0.0945,Low Risk (Safe)
900247,100247,708,3746597,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),870141,11.82,60,19276,0.062,0.1978,Low Risk (Safe)
900248,100248,700,2886634,Salaried,Maruti Suzuki Swift (Hatchback),635562,12.43,60,14276,0.059,0.1001,Low Risk (Safe)
900249,100249,809,2432110,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),1018215,9.14,60,21205,0.105,0.1718,Low Risk (Safe)
900250,100250,748,3800000,Self-Employed Professional,Hyundai Venue (Compact SUV),940996,9.96,48,23848,0.075,0.1855,Low Risk (Safe)
900251,100251,673,495450,Self-Employed Professional,Honda City (Premium Sedan),1403961,12.22,72,27608,0.669,0.5178,Medium Risk (Monitor)
900252,100252,771,3181398,Salaried,Mahindra XUV700 (Premium SUV),1947546,9.91,72,35991,0.136,0.1052,Low Risk (Safe)
900253,100253,825,1529204,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1484157,8.78,48,36778,0.289,0.2563,Low Risk (Safe)
900254,100254,776,800628,Salaried,Toyota Innova Hycross (Hybrid MPV),2244453,9.98,60,47665,0.714,0.3918,Low Risk (Safe)
900255,100255,661,2902727,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),682898,12.29,60,15290,0.063,0.2204,Low Risk (Safe)
900256,100256,708,3800000,Salaried,Toyota Innova Hycross (Hybrid MPV),2318239,12.23,60,51837,0.164,0.1488,Low Risk (Safe)
900257,100257,787,2031740,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),1022914,9.04,60,21253,0.126,0.1926,Low Risk (Safe)
900258,100258,698,3700879,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),2143979,12.27,36,71487,0.232,0.2875,Low Risk (Safe)
900259,100259,749,3800000,Salaried,Hyundai Venue (Compact SUV),1032528,9.76,72,19003,0.06,0.0775,Low Risk (Safe)
900260,100260,764,3800000,Salaried,Honda City (Premium Sedan),1281069,9.54,36,41060,0.13,0.1055,Low Risk (Safe)
900261,100261,688,3800000,Self-Employed Professional,Hyundai Venue (Compact SUV),973960,12.3,60,21813,0.069,0.2107,Low Risk (Safe)
900262,100262,727,3295835,Salaried,Hyundai Venue (Compact SUV),996273,9.73,72,18321,0.067,0.0914,Low Risk (Safe)
900263,100263,584,2284113,Self-Employed Non-Professional,Honda City (Premium Sedan),1164304,13.9,60,27030,0.142,0.2962,Low Risk (Safe)
900264,100264,683,907926,Salaried,Maruti Suzuki Swift (Hatchback),652643,11.4,48,16994,0.225,0.1911,Low Risk (Safe)
900265,100265,718,1913923,Salaried,Toyota Innova Hycross (Hybrid MPV),2194892,11.01,84,37593,0.236,0.1801,Low Risk (Safe)
900266,100266,673,1378097,Self-Employed Non-Professional,Toyota Innova Hycross (Hybrid MPV),2463588,11.74,72,47831,0.416,0.3913,Low Risk (Safe)
900267,100267,803,3800000,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1366694,8.81,72,24506,0.077,0.1606,Low Risk (Safe)
900268,100268,665,1989239,Self-Employed Professional,Honda City (Premium Sedan),1179876,12.13,60,26323,0.159,0.2666,Low Risk (Safe)
900269,100269,710,2344921,Salaried,Honda City (Premium Sedan),1234514,11.41,48,32153,0.165,0.1484,Low Risk (Safe)
900270,100270,735,2967756,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),627365,10.31,84,10515,0.043,0.1756,Low Risk (Safe)
900271,100271,794,2244473,Salaried,Kia Seltos (Mid-Size SUV),1530610,8.7,60,31550,0.169,0.1109,Low Risk (Safe)
900272,100272,665,3800000,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1759237,11.43,72,33874,0.107,0.2406,Low Risk (Safe)
900273,100273,782,1555865,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1956698,9.1,60,40712,0.314,0.289,Low Risk (Safe)
900274,100274,730,2438842,Salaried,Maruti Suzuki Swift (Hatchback),589893,9.77,60,12466,0.061,0.087,Low Risk (Safe)
900275,100275,685,1456637,Salaried,Mahindra XUV700 (Premium SUV),1989028,11.97,84,35079,0.289,0.2221,Low Risk (Safe)
900276,100276,750,1060220,Salaried,Honda City (Premium Sedan),1316221,9.94,60,27926,0.316,0.2051,Low Risk (Safe)
900277,100277,738,1565204,Self-Employed Professional,Honda City (Premium Sedan),1292012,9.56,48,32496,0.249,0.2772,Low Risk (Safe)
900278,100278,702,2147102,Salaried,Tata Nexon EV (Electric SUV),1481137,12.22,48,39164,0.219,0.1791,Low Risk (Safe)
900279,100279,733,1730435,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),612841,10.09,60,13048,0.09,0.2001,Low Risk (Safe)
900280,100280,712,1497291,Salaried,Hyundai Venue (Compact SUV),993323,11.38,36,32699,0.262,0.1959,Low Risk (Safe)
900281,100281,735,1011075,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1463968,10.16,60,31220,0.371,0.3396,Low Risk (Safe)
900282,100282,759,2093382,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2455827,10.0,60,52179,0.299,0.2923,Low Risk (Safe)
900283,100283,801,957809,Salaried,Tata Nexon EV (Electric SUV),1451373,8.82,72,26032,0.326,0.1861,Low Risk (Safe)
900284,100284,674,3328494,Salaried,Maruti Suzuki Swift (Hatchback),565253,12.0,60,12573,0.045,0.1053,Low Risk (Safe)
900285,100285,825,2292931,Salaried,Tata Nexon EV (Electric SUV),1453318,9.11,84,23463,0.123,0.0733,Low Risk (Safe)
900286,100286,642,982982,Self-Employed Professional,Tata Nexon EV (Electric SUV),1441633,15.42,48,40429,0.494,0.4449,Low Risk (Safe)
900287,100287,723,1848592,Self-Employed Professional,Honda City (Premium Sedan),1217954,10.26,60,26034,0.169,0.2443,Low Risk (Safe)
900288,100288,756,1448898,Salaried,Mahindra XUV700 (Premium SUV),1764465,9.73,36,56710,0.47,0.2792,Low Risk (Safe)
900289,100289,742,2611788,Self-Employed Professional,Hyundai Venue (Compact SUV),845005,9.72,72,15535,0.071,0.1863,Low Risk (Safe)
900290,100290,701,3800000,Salaried,Tata Nexon EV (Electric SUV),1542163,12.35,84,27512,0.087,0.1136,Low Risk (Safe)
900291,100291,720,781253,Salaried,Maruti Suzuki Swift (Hatchback),665891,9.87,72,12292,0.189,0.1557,Low Risk (Safe)
900292,100292,707,2334397,Self-Employed Non-Professional,Honda City (Premium Sedan),1163130,11.44,60,25545,0.131,0.2328,Low Risk (Safe)
900293,100293,703,2006549,Salaried,Hyundai Venue (Compact SUV),903479,12.31,60,20239,0.121,0.1297,Low Risk (Safe)
900294,100294,768,3169983,Salaried,Tata Nexon EV (Electric SUV),1433019,9.88,72,26461,0.1,0.0886,Low Risk (Safe)
900295,100295,746,2463905,Salaried,Hyundai Venue (Compact SUV),1008825,10.09,84,16794,0.082,0.0899,Low Risk (Safe)
900296,100296,698,1449047,Salaried,Toyota Innova Hycross (Hybrid MPV),2200323,11.2,84,37906,0.314,0.2285,Low Risk (Safe)
900297,100297,770,1838609,Salaried,Mahindra XUV700 (Premium SUV),1833851,9.74,60,38729,0.253,0.1641,Low Risk (Safe)
900298,100298,743,1414357,Salaried,Toyota Innova Hycross (Hybrid MPV),2691054,9.67,84,44217,0.375,0.2379,Low Risk (Safe)
900299,100299,766,3800000,Self-Employed Professional,Hyundai Venue (Compact SUV),827016,10.47,48,21162,0.067,0.173,Low Risk (Safe)
900300,100300,758,2217123,Salaried,Hyundai Venue (Compact SUV),869307,10.12,48,22098,0.12,0.1033,Low Risk (Safe)
900301,100301,692,3800000,Salaried,Maruti Suzuki Swift (Hatchback),706353,12.42,36,23602,0.075,0.1119,Low Risk (Safe)
900302,100302,704,2119385,Salaried,Mahindra XUV700 (Premium SUV),2007164,12.21,48,53063,0.3,0.2187,Low Risk (Safe)
900303,100303,763,1484184,Salaried,Maruti Suzuki Swift (Hatchback),601750,10.2,72,11208,0.091,0.0864,Low Risk (Safe)
900304,100304,757,953082,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1755815,9.72,72,32280,0.406,0.3468,Low Risk (Safe)
900305,100305,729,812826,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1322366,9.76,72,24338,0.359,0.3364,Low Risk (Safe)
900306,100306,735,916873,Salaried,Kia Seltos (Mid-Size SUV),1398160,10.01,60,29713,0.389,0.2486,Low Risk (Safe)
900307,100307,787,2538083,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1528390,8.95,60,31689,0.15,0.2046,Low Risk (Safe)
900308,100308,703,2898774,Salaried,Tata Nexon EV (Electric SUV),1374751,11.58,72,26577,0.11,0.1242,Low Risk (Safe)
900309,100309,754,918360,Salaried,Maruti Suzuki Swift (Hatchback),670550,9.76,60,14168,0.185,0.1377,Low Risk (Safe)
900310,100310,720,3585007,Salaried,Toyota Innova Hycross (Hybrid MPV),2707605,9.54,72,49534,0.166,0.1442,Low Risk (Safe)
900311,100311,720,1680020,Salaried,Kia Seltos (Mid-Size SUV),1455314,10.2,60,31064,0.222,0.1722,Low Risk (Safe)
900312,100312,779,2375541,Salaried,Maruti Suzuki Swift (Hatchback),591191,9.99,60,12558,0.063,0.0649,Low Risk (Safe)
900313,100313,767,3800000,Self-Employed Professional,Tata Nexon EV (Electric SUV),1408148,9.59,60,29635,0.094,0.1861,Low Risk (Safe)
900314,100314,766,3588560,Salaried,Kia Seltos (Mid-Size SUV),1630329,9.67,72,29932,0.1,0.0895,Low Risk (Safe)
900315,100315,788,1890417,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1594031,9.17,48,39796,0.253,0.2557,Low Risk (Safe)
900316,100316,730,1342231,Salaried,Maruti Suzuki Swift (Hatchback),572374,10.11,60,12192,0.109,0.111,Low Risk (Safe)
900317,100317,760,670984,Salaried,Mahindra XUV700 (Premium SUV),2043583,9.59,72,37437,0.67,0.3774,Low Risk (Safe)
900318,100318,716,1475438,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),648284,11.21,60,14163,0.115,0.2206,Low Risk (Safe)
900319,100319,744,1951050,Salaried,Maruti Suzuki Swift (Hatchback),698619,9.52,72,12774,0.079,0.0894,Low Risk (Safe)
900320,100320,724,1273209,Salaried,Honda City (Premium Sedan),1161744,9.75,60,24540,0.231,0.1748,Low Risk (Safe)
900321,100321,734,2038670,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1499412,10.39,60,32146,0.189,0.2491,Low Risk (Safe)
900322,100322,756,2285895,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1620311,10.22,72,30197,0.159,0.2237,Low Risk (Safe)
900323,100323,693,1936376,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),624003,11.17,60,13620,0.084,0.2159,Low Risk (Safe)
900324,100324,824,1532634,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1481198,8.92,60,30689,0.24,0.2322,Low Risk (Safe)
900325,100325,684,2404277,Self-Employed Professional,Tata Nexon EV (Electric SUV),1260752,12.14,60,28134,0.14,0.2481,Low Risk (Safe)
900326,100326,675,2794230,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),886191,11.73,48,23219,0.1,0.2324,Low Risk (Safe)
900327,100327,782,1202941,Salaried,Tata Nexon EV (Electric SUV),1344587,8.7,60,27716,0.276,0.17,Low Risk (Safe)
900328,100328,765,3800000,Salaried,Maruti Suzuki Swift (Hatchback),704268,10.18,48,17922,0.057,0.0685,Low Risk (Safe)
900329,100329,758,2075632,Salaried,Kia Seltos (Mid-Size SUV),1411433,10.49,72,26498,0.153,0.1198,Low Risk (Safe)
900330,100330,758,2214123,Salaried,Mahindra XUV700 (Premium SUV),1936999,9.73,72,35621,0.193,0.1398,Low Risk (Safe)
900331,100331,729,3234930,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),663195,10.12,48,16858,0.063,0.1884,Low Risk (Safe)
900332,100332,689,2491184,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),586827,12.33,60,13151,0.063,0.2073,Low Risk (Safe)
900333,100333,733,3701412,Salaried,Maruti Suzuki Swift (Hatchback),635466,9.54,60,13358,0.043,0.0766,Low Risk (Safe)
900334,100334,699,2566152,Salaried,Maruti Suzuki Swift (Hatchback),673280,11.57,48,17588,0.082,0.1121,Low Risk (Safe)
900335,100335,773,1564629,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2123753,9.62,48,53477,0.41,0.3412,Low Risk (Safe)
900336,100336,723,2673307,Salaried,Kia Seltos (Mid-Size SUV),1531690,10.15,60,32657,0.147,0.1333,Low Risk (Safe)
900337,100337,692,1168171,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),662858,11.72,60,14651,0.151,0.2499,Low Risk (Safe)
900338,100338,715,2326109,Salaried,Maruti Suzuki Swift (Hatchback),581442,11.6,60,12816,0.066,0.0965,Low Risk (Safe)
900339,100339,748,2151602,Salaried,Mahindra XUV700 (Premium SUV),2160057,9.53,60,45396,0.253,0.1745,Low Risk (Safe)
900340,100340,704,1954286,Salaried,Kia Seltos (Mid-Size SUV),1358900,12.23,72,26729,0.164,0.1507,Low Risk (Safe)
900341,100341,693,2041722,Salaried,Hyundai Venue (Compact SUV),995428,11.65,72,19280,0.113,0.1304,Low Risk (Safe)
900342,100342,740,778390,Self-Employed Professional,Hyundai Venue (Compact SUV),883259,9.9,60,18723,0.289,0.2963,Low Risk (Safe)
900343,100343,741,1620428,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),2154452,10.12,72,40043,0.297,0.2998,Low Risk (Safe)
900344,100344,707,2306091,Self-Employed Professional,Hyundai Venue (Compact SUV),983391,11.15,60,21454,0.112,0.2233,Low Risk (Safe)
900345,100345,708,2392671,Salaried,Maruti Suzuki Swift (Hatchback),675572,11.53,72,13043,0.065,0.0993,Low Risk (Safe)
900346,100346,740,1245165,Salaried,Toyota Innova Hycross (Hybrid MPV),2302054,10.02,60,48934,0.472,0.2878,Low Risk (Safe)
900347,100347,664,3800000,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1928798,11.02,72,36732,0.116,0.2455,Low Risk (Safe)
900348,100348,666,1360827,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2009194,12.22,60,44917,0.396,0.3846,Low Risk (Safe)
900349,100349,697,3734787,Salaried,Toyota Innova Hycross (Hybrid MPV),2621584,11.54,48,68445,0.22,0.182,Low Risk (Safe)
900350,100350,720,2771659,Salaried,Toyota Innova Hycross (Hybrid MPV),2235296,9.74,60,47207,0.204,0.1632,Low Risk (Safe)
900351,100351,743,1535819,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),706854,9.78,60,14942,0.117,0.2089,Low Risk (Safe)
900352,100352,796,3800000,Salaried,Hyundai Venue (Compact SUV),1020848,8.91,60,21146,0.067,0.0589,Low Risk (Safe)
900353,100353,768,1136540,Salaried,Maruti Suzuki Swift (Hatchback),603052,10.3,60,12902,0.136,0.1066,Low Risk (Safe)
900354,100354,722,3632874,Salaried,Maruti Suzuki Swift (Hatchback),685914,9.92,72,12679,0.042,0.0812,Low Risk (Safe)
900355,100355,729,3799272,Salaried,Toyota Innova Hycross (Hybrid MPV),2475627,9.73,60,52271,0.165,0.1394,Low Risk (Safe)
900356,100356,684,1515352,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1474132,12.5,60,33164,0.263,0.3096,Low Risk (Safe)
900357,100357,729,3800000,Self-Employed Non-Professional,Honda City (Premium Sedan),1219330,10.4,48,31160,0.098,0.2059,Low Risk (Safe)
900358,100358,717,1909733,Salaried,Mahindra XUV700 (Premium SUV),1992245,11.45,84,34585,0.217,0.1711,Low Risk (Safe)
900359,100359,744,2568368,Salaried,Maruti Suzuki Swift (Hatchback),671983,10.05,72,12465,0.058,0.0789,Low Risk (Safe)
900360,100360,692,2528601,Salaried,Maruti Suzuki Swift (Hatchback),624139,12.5,72,12364,0.059,0.1039,Low Risk (Safe)
900361,100361,753,2035251,Salaried,Kia Seltos (Mid-Size SUV),1532726,9.97,60,32543,0.192,0.1416,Low Risk (Safe)
900362,100362,798,3422714,Salaried,Mahindra XUV700 (Premium SUV),2046683,8.85,60,42336,0.148,0.0985,Low Risk (Safe)
900363,100363,725,3390265,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2052116,10.42,48,52461,0.186,0.2518,Low Risk (Safe)
900364,100364,748,837609,Salaried,Kia Seltos (Mid-Size SUV),1330688,9.63,60,28031,0.402,0.249,Low Risk (Safe)
900365,100365,761,3800000,Salaried,Toyota Innova Hycross (Hybrid MPV),2673653,9.92,48,67708,0.214,0.1489,Low Risk (Safe)
